label,data_type,file_path,fps,duration,right_elbow_mean,right_elbow_min,right_elbow_max,right_elbow_range,right_elbow_max_velocity,left_elbow_mean,left_elbow_min,left_elbow_max,left_elbow_range,left_elbow_max_velocity,right_knee_mean,right_knee_min,right_knee_max,right_knee_range,right_knee_max_velocity,left_knee_mean,left_knee_min,left_knee_max,left_knee_range,left_knee_max_velocity,right_hip_mean,right_hip_min,right_hip_max,right_hip_range,right_hip_max_velocity,left_hip_mean,left_hip_min,left_hip_max,left_hip_range,left_hip_max_velocity,max_upper_body_velocity_y,max_upper_body_accel_y,max_center_velocity_y,max_center_accel_y,upper_body_vertical_displacement,center_vertical_displacement,has_impact,impact_count,max_deceleration,impact_frame,height_reduction_pct,aspect_ratio_increase_pct,max_height_collapse_velocity,max_aspect_ratio_change_velocity,width,height,right_elbow,left_elbow,right_shoulder,left_shoulder,neck,right_arm_ratio,left_arm_ratio,shoulders_ratio,hips_ratio,shoulder_hip_ratio,width_height_ratio,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,bbox_aspect_ratio,right_hip,left_hip,right_knee,left_knee,right_leg_ratio,left_leg_ratio
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (17).avi,0.1699807760428902,0.3280474811585298,0.8718914235433762,0.01706431207662162,1.0000000000000004,0.9907666132960984,0.5418406590327958,0.8508015169242974,0.41101195043640365,0.75133645676567,0.5683109466261222,0.23715222089136828,0.7102180196472043,0.38013208375205165,0.9956290861898207,0.6319381523704016,0.72477858825874,0.7004446596456839,0.4180817467182911,0.998093157787066,0.5869725312931151,0.4502605380636059,0.9074572270834276,0.6042523352999717,0.9996322864139588,0.47821744105857616,0.3281691741699743,0.9030786749289121,0.6794514891561274,0.9987829498971119,0.422864279776668,0.21080039200780437,0.027547463947166968,0.0052340503385948645,0.02687805085799394,0.0095377864425703,0.831114463198809,0.8481225890522031,True,1.0,0.9287645183311276,0.11380145278450364,0.9812882750770715,0.681363803955278,0.9258656813216681,0.7712321589471954,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (28).avi,0.1699807760428902,0.3724957022492106,0.6709156044958119,0.0892231790656008,0.906057975446505,0.8937097804050071,0.9272593161639984,0.9999999999999999,1.0,0.9972304818261835,0.08024186585230342,0.22833105809874205,0.5074088490570081,0.0,0.952397217772166,1.0,0.9999999999999999,0.38645100194959947,0.0,0.9424898949533365,1.0,0.9999999999999999,0.23168478279641813,0.078225657490321,0.7655580745498374,1.0,0.3959200967347131,0.071047185328738,0.19384361146507204,0.20686438960156606,0.8144909044521755,0.47228270974367725,0.0540694247602497,0.014136717367078309,0.048363601597914495,0.04491157591839072,0.8529178332273553,0.8716992689885806,False,0.0,0.9287645183311276,0.28087167070217917,0.843966174938332,0.1341583359758266,0.9612178180959189,0.4048264361402864,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (34).avi,0.1699807760428902,0.9999999999999998,0.5213535006015616,0.5609983642230583,0.7553601159525956,0.41053429612843606,0.06965724247638477,0.6817104982638652,0.2221742389741826,0.989285297581862,0.7955050659053542,0.3984234371772505,0.2533341056156777,0.25064367122780007,0.9995596994329716,0.7661519205300901,0.5458005277860951,0.0,0.15399811142391362,0.9574681217574348,0.8469847871119398,0.3275178633890403,0.14390285729565577,0.3548483173926116,0.9986080365498204,0.7610477405846292,0.16942173047806705,0.0,0.31468777740260956,0.9952066591815609,0.8698554941389511,0.1654522438976012,0.027528723278807853,0.0034536281940112734,0.020612854208466144,0.002459703142323821,0.7135788854922769,0.8058786311918367,True,1.0,0.9779614818263465,1.0,0.9310040907313487,0.5137148606787533,0.9748894754631264,0.5429584411966017,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (42).avi,0.1699807760428902,0.33066208239915806,0.47494492183620485,0.5118816990897441,0.5680889083553415,0.39454876351231416,0.10276528502137167,0.8601228957848784,0.46577709931503586,0.9793137371672591,0.5687145495669892,0.5629747401868412,0.6480639188643933,0.5326006964581594,0.9475868396987299,0.45334247527276045,0.2961760006622457,0.4305133427041372,0.3229505904238372,0.5578955110340971,0.6126746636945666,0.22970633642932642,0.5325333873830296,0.47242670945926574,0.9854499420880454,0.6233145362100622,0.14428968992642266,0.4677748795408374,0.34870306506354376,0.997905392496087,0.8287835732545934,0.11360744175218707,0.050022123134256066,0.009297943206236356,0.044781564513875216,0.005262048605960073,0.8120655794264099,0.8327547219859686,True,1.0,0.9443764885041203,0.3002421307506053,0.820333377293012,0.3227718928774638,0.9791251528589093,0.2937499148741428,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
fall,video,..\..\data\le2i\Coffee_room_01\Coffee_room_01\Videos\video (45).avi,0.1699807760428902,0.47707975187434215,0.9999999999999999,0.7958807960753167,0.9956334128465891,0.2729568036133617,0.20058371579547607,0.55227301012952,0.8683329353040197,0.0939947114641777,0.0,0.07095861755891239,0.7653918366026671,0.5131583365715251,0.9982563467495438,0.4972144464285367,0.1735509092488767,0.8083151546090614,0.5505906046036494,1.0,0.4535557059389058,0.15876500939599647,0.6866236673219412,0.4813549441159215,0.9995342483549559,0.6177171792735633,0.086411670883392,0.6693018849146766,0.541809135109489,0.9511328579520444,0.5795679624353891,0.1158229820556399,0.030892781260818188,0.004392750524171477,0.02555657870723682,0.00563629592395946,1.0,1.0,True,1.0,0.9554989620960933,0.28087167070217917,1.0,0.9999999999999999,0.9816119915997595,0.7301985466000374,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
fall,video,..\..\data\le2i\Coffee_room_02\Coffee_room_02\Videos\video (52).avi,0.1699807760428902,0.47707975187434215,0.16949080070261213,0.5157575636991847,0.0,0.2054395607816205,0.046518406500540246,0.407263232691227,0.29209600099535854,0.986834171255059,0.7305007299540498,0.18732170242869234,0.4987553687928701,0.4048228332091818,0.9288921366402572,0.5750913692623761,0.1509378312450999,0.20142173352350956,0.22307788704309017,0.8486422989977509,0.7598934463095341,0.22971755612804987,0.4882272804805947,0.5734107353511976,0.9698491108842546,0.5036344347614592,0.09511396380921393,0.2806830900297008,0.44840106006797886,0.8558053347373318,0.6696308806725269,0.1351709729106844,0.02817650713532805,0.0024185115209102385,0.02865640451589163,0.002486573600221637,0.6785583323833105,0.765329052762752,True,1.0,0.966004600148247,0.5157384987893463,0.8452575720229145,0.5288386040182481,0.9798970923188955,0.3607040595442423,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
workout,video,..\..\data\workout_videos\barbell biceps curl\barbell biceps curl_10.mp4,0.9950248597964606,0.11995572608565866,0.22208455197519095,0.2084373651903496,0.6376179803787263,0.6963768162015853,0.0,0.5365685358935085,0.44932569495394215,0.7548882838030826,0.5337843511582931,0.0,0.7788585282282874,0.6211458160595248,0.9960227857205641,0.26616347219739067,0.20296488131047788,0.5873510182780088,0.5454975646780639,0.9486402038854145,0.43369471495409656,0.27159476008826244,0.8495628498301566,0.7718521159759107,0.9086781556038175,0.15830958812719692,0.08504091846770481,0.7767033157905514,0.6369126971784227,0.8610055459090851,0.43660962601837144,0.1158229820556399,0.02441100204427846,0.031230671981665105,0.01959584487016941,0.017236174430830368,0.7249649734102339,0.4371082620110259,False,0.0,0.9287645183311276,0.28087167070217917,0.2645326143638762,0.05018322672642466,0.9148132287210187,0.031040048817556593,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
workout,video,..\..\data\workout_videos\barbell biceps curl\barbell biceps curl_12.mp4,0.9950248597964606,0.18320510893082412,0.32780345380057263,0.2145298271479544,0.9902247659182497,0.8059379760563459,1.0,0.33583479757043544,0.05519977131087577,0.9730841633291529,0.9458136659563623,0.4701930086621921,0.9800610861536605,0.9808967916200823,0.9964164852513075,0.01826056963234169,0.022401132851589577,0.9684502113420734,0.9725914737964004,0.9983277342094397,0.027426360442279318,0.011608952144402898,0.9170517608564421,0.9656154720377661,0.8357158527172164,0.015115032102769493,0.008843259860104601,0.901334553444546,0.963676414822515,0.8439726999440009,0.0338346433976394,0.013933890381429566,0.007967485870638648,0.008191946071177524,0.02006241526259775,0.00686302921277412,0.5109085914470198,0.5324955178120129,True,1.0,0.7445915488434569,0.2929782082324455,0.037258641314129114,0.009924548278756539,0.988970095992166,0.023091023849121775,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
workout,video,..\..\data\workout_videos\barbell biceps curl\barbell biceps curl_15.mp4,0.9950248597964606,0.05670634324049317,0.22693239417584177,0.07275296793455219,0.6870174086253815,0.8373186362430309,0.22064991412867463,0.4615031452647239,0.346430193180842,0.7613235977968547,0.6300747896058567,0.11237774505337778,0.7788585282282874,0.6211458160595248,0.9960227857205641,0.26616347219739067,0.20296488131047788,0.5873510182780088,0.5454975646780639,0.9486402038854145,0.43369471495409656,0.27159476008826244,0.8495628498301566,0.7718521159759107,0.9086781556038175,0.15830958812719692,0.08504091846770481,0.7767033157905514,0.6369126971784227,0.8610055459090851,0.43660962601837144,0.1158229820556399,0.008199253283080058,0.008238209328480284,0.1610777577846226,0.12894290701171923,0.5015637426984145,0.6587146724271957,False,0.0,0.9287645183311276,0.28087167070217917,0.3583559386284445,0.04283954826596412,0.4385381124132195,0.18096547638784946,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
workout,video,..\..\data\workout_videos\barbell biceps curl\barbell biceps curl_17.mp4,0.9950248597964606,0.04798229043426347,0.3332752153691664,0.10033864382474741,0.6399259381536506,0.7965637429845203,0.11590864210532767,0.5696664913479143,0.38385686035782357,0.7451549061088061,0.5919639620928618,0.036892458914266194,0.7788585282282874,0.6211458160595248,0.9960227857205641,0.26616347219739067,0.20296488131047788,0.5873510182780088,0.5454975646780639,0.9486402038854145,0.43369471495409656,0.27159476008826244,0.8495628498301566,0.7718521159759107,0.9086781556038175,0.15830958812719692,0.08504091846770481,0.7767033157905514,0.6369126971784227,0.8610055459090851,0.43660962601837144,0.1158229820556399,0.012710347700903629,0.008248254562716316,0.05083331102274851,0.042501499891694446,0.1806135086718184,0.3974384552637007,False,0.0,0.9287645183311276,0.28087167070217917,0.014506451683852036,0.006353230840048347,0.8856784768957611,0.06393191647580279,0.5754189944134079,0.2666666666666666,0.46550133639703506,0.43986886087685806,0.8343233813531128,0.7330724771469304,0.4734688371057669,0.49065663843554697,0.3832649141523905,0.6105906225783848,0.6043179475899253,0.3465757436211535,0.6148478373504913,0.2484636629574395,0.3960054597918188,0.4122880814451645,0.4972865171526252,0.34716019016591576,0.026648504112493174,0.9531121629505059,0.925025482138428,0.8981593019097176,0.8491236304406988,0.7572060907864855,0.4089892613265886
